,order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
77743,1894421,4739,prior,1,3,13,
77744,2670148,4739,prior,2,4,22,15.0
77745,2931368,4739,prior,3,2,8,12.0
77746,2774050,4739,prior,4,6,16,30.0
77747,2715871,4739,prior,5,4,18,5.0
77748,1790934,4739,prior,6,6,14,2.0
77749,3084486,4739,prior,7,0,10,8.0
77750,2258796,4739,prior,8,6,9,27.0
77751,3237426,4739,test,9,6,15,30.0
77752,3056981,4740,prior,1,3,21,
77753,2105155,4740,prior,2,3,22,30.0
77754,2099682,4740,prior,3,6,9,30.0
77755,3069762,4740,prior,4,2,14,24.0
77756,2416726,4740,test,5,4,14,30.0
77757,859029,4741,prior,1,2,10,
77758,2308669,4741,prior,2,4,8,9.0
77759,2466869,4741,prior,3,4,12,21.0
77760,2851188,4741,prior,4,5,8,22.0
77761,2353494,4741,prior,5,2,8,30.0
77762,1308912,4741,prior,6,5,11,30.0
77763,2668130,4741,prior,7,0,21,30.0
77764,740587,4741,prior,8,2,9,16.0
77765,520736,4741,prior,9,6,19,11.0
77766,1743266,4741,prior,10,4,16,30.0
77767,2381569,4741,prior,11,1,10,25.0
77768,243492,4741,prior,12,6,9,19.0
77769,686886,4741,test,13,5,7,27.0
77770,3240592,4742,prior,1,0,14,
77771,448048,4742,prior,2,6,14,30.0
77772,2355802,4742,prior,3,6,12,30.0
77773,1354338,4742,prior,4,5,15,30.0
77774,138377,4742,prior,5,5,21,14.0
77775,191444,4742,prior,6,0,11,30.0
77776,2051183,4742,prior,7,2,22,30.0
77777,868433,4742,test,8,0,12,12.0
77778,2426678,4743,prior,1,4,12,
77779,2264045,4743,prior,2,5,6,29.0
77780,3244767,4743,prior,3,5,10,14.0
77781,1950443,4743,prior,4,0,21,9.0
77782,397438,4743,prior,5,5,11,5.0
77783,543591,4743,prior,6,6,13,29.0
77784,603324,4743,prior,7,4,15,5.0
77785,782107,4743,prior,8,2,16,5.0
77786,712902,4743,prior,9,4,13,2.0
77787,2302867,4743,prior,10,2,11,5.0
77788,82889,4743,prior,11,3,15,1.0
77789,3290966,4743,prior,12,0,13,4.0
77790,2690062,4743,prior,13,2,11,9.0
77791,1242819,4743,prior,14,4,21,2.0
77792,1369024,4743,prior,15,2,9,5.0
77793,386867,4743,prior,16,3,14,1.0
77794,631801,4743,prior,17,1,9,5.0
77795,1273161,4743,prior,18,5,9,4.0
77796,1513387,4743,prior,19,2,9,11.0
77797,1480638,4743,prior,20,4,10,2.0
77798,2776289,4743,prior,21,4,10,7.0
77799,531138,4743,prior,22,5,13,1.0
77800,1954482,4743,prior,23,3,11,5.0
77801,1056346,4743,prior,24,2,10,6.0
77802,1602332,4743,prior,25,4,16,2.0
77803,2227988,4743,prior,26,5,14,8.0
77804,302043,4743,prior,27,2,12,4.0
77805,1602248,4743,prior,28,6,14,11.0
77806,815934,4743,prior,29,4,9,5.0
77807,2328189,4743,prior,30,1,16,18.0
77808,3372513,4743,prior,31,6,14,5.0
77809,146797,4743,prior,32,3,13,4.0
77810,1274914,4743,prior,33,5,12,2.0
77811,513189,4743,prior,34,1,8,3.0
77812,3193818,4743,prior,35,4,17,3.0
77813,41799,4743,prior,36,1,11,4.0
77814,2288199,4743,prior,37,4,8,10.0
77815,1229645,4743,prior,38,1,15,4.0
77816,3207528,4743,prior,39,5,9,4.0
77817,1590840,4743,prior,40,5,10,7.0
77818,728167,4743,prior,41,4,9,6.0
77819,665383,4743,prior,42,6,15,2.0
77820,1541837,4743,prior,43,2,17,3.0
77821,2156477,4743,prior,44,4,10,2.0
77822,363905,4743,prior,45,0,16,3.0
77823,2639005,4743,prior,46,4,4,18.0
77824,2285405,4743,prior,47,0,9,3.0
77825,358849,4743,prior,48,2,17,2.0
77826,1513048,4743,prior,49,5,12,3.0
77827,1103660,4743,prior,50,0,10,9.0
77828,2594642,4743,prior,51,1,9,1.0
77829,672058,4743,prior,52,3,19,2.0
77830,1493305,4743,prior,53,1,8,5.0
77831,2979104,4743,prior,54,1,11,0.0
77832,283675,4743,prior,55,3,20,2.0
77833,1134392,4743,prior,56,5,10,2.0
77834,1423147,4743,prior,57,6,15,1.0
77835,1975917,4743,prior,58,3,12,4.0
77836,1061193,4743,prior,59,5,11,2.0
77837,1267662,4743,test,60,0,13,2.0
77838,577460,4744,prior,1,0,13,
77839,695029,4744,prior,2,0,17,30.0
77840,835717,4744,prior,3,1,15,8.0
77841,1857590,4744,prior,4,6,11,30.0
77842,2021640,4744,prior,5,5,12,30.0
77843,1745489,4744,train,6,4,15,13.0
77844,3215316,4745,prior,1,6,7,
77845,347164,4745,prior,2,5,14,27.0
77846,753787,4745,prior,3,5,16,30.0
77847,1469828,4745,train,4,4,13,27.0
77848,1313287,4746,prior,1,5,15,
77849,2838654,4746,prior,2,1,15,30.0
77850,3101894,4746,prior,3,2,13,30.0
77851,2749159,4746,test,4,4,16,30.0
77852,2309063,4747,prior,1,6,10,
77853,2118017,4747,prior,2,6,11,30.0
77854,3383085,4747,prior,3,6,18,7.0
77855,3309363,4747,prior,4,6,14,21.0
77856,3165694,4747,prior,5,5,10,30.0
77857,131811,4747,prior,6,2,10,30.0
77858,2632027,4747,prior,7,6,13,30.0
77859,1587914,4747,test,8,6,11,30.0
77860,3224346,4748,prior,1,1,21,
77861,1184020,4748,prior,2,1,9,7.0
77862,2821117,4748,prior,3,2,14,30.0
77863,597181,4748,prior,4,5,7,10.0
77864,2969881,4748,prior,5,2,16,25.0
77865,2813391,4748,prior,6,2,16,14.0
77866,3322863,4748,prior,7,6,13,18.0
77867,729597,4748,test,8,4,13,30.0
77868,2421826,4749,prior,1,4,9,
77869,451496,4749,prior,2,5,6,8.0
77870,791243,4749,prior,3,0,10,9.0
77871,3285446,4749,train,4,6,13,13.0
77872,2530279,4750,prior,1,0,11,
77873,2560663,4750,prior,2,0,13,14.0
77874,2518996,4750,prior,3,6,9,30.0
77875,3132116,4750,prior,4,6,15,30.0
77876,2867448,4750,prior,5,0,11,22.0
77877,978283,4750,prior,6,5,5,19.0
77878,2006984,4750,prior,7,0,11,23.0
77879,619089,4750,prior,8,1,7,8.0
77880,579327,4750,prior,9,0,17,13.0
77881,637704,4750,prior,10,0,10,21.0
77882,2015758,4750,prior,11,5,16,26.0
77883,3046074,4750,prior,12,6,8,1.0
77884,2485435,4750,prior,13,6,15,21.0
77885,1676273,4750,train,14,4,8,19.0
77886,151112,4751,prior,1,3,20,
77887,1067030,4751,prior,2,3,8,21.0
77888,3085869,4751,prior,3,6,16,17.0
77889,2128159,4751,prior,4,1,14,16.0
77890,622209,4751,prior,5,3,22,16.0
77891,314593,4751,prior,6,6,16,10.0
77892,2432074,4751,prior,7,4,22,5.0
77893,680293,4751,prior,8,3,17,13.0
77894,595134,4751,prior,9,0,22,4.0
77895,2076389,4751,prior,10,5,15,12.0
77896,1326237,4751,prior,11,4,17,6.0
77897,2909962,4751,prior,12,3,16,20.0
77898,581601,4751,prior,13,2,21,27.0
77899,1010070,4751,prior,14,3,10,8.0
77900,1332578,4751,prior,15,2,12,13.0
77901,2775612,4751,prior,16,1,15,30.0
77902,3244086,4751,prior,17,0,14,6.0
77903,1860388,4751,prior,18,6,8,30.0
77904,55057,4751,prior,19,1,17,30.0
77905,686279,4751,prior,20,1,13,14.0
77906,2644076,4751,train,21,3,14,9.0
77907,3305029,4752,prior,1,3,11,
77908,914842,4752,prior,2,4,12,1.0
77909,644565,4752,prior,3,1,7,4.0
77910,2108246,4752,prior,4,5,7,11.0
77911,2617436,4752,prior,5,4,11,13.0
77912,137850,4752,prior,6,1,7,4.0
77913,2003029,4752,prior,7,6,10,5.0
77914,2826504,4752,prior,8,5,12,6.0
77915,755015,4752,prior,9,1,10,3.0
77916,2833826,4752,prior,10,3,4,2.0
77917,202967,4752,prior,11,4,7,1.0
77918,1300673,4752,prior,12,4,11,0.0
77919,223215,4752,prior,13,1,8,4.0
77920,1643984,4752,prior,14,5,12,4.0
77921,1527249,4752,prior,15,5,7,7.0
77922,3403527,4752,prior,16,1,9,10.0
77923,3185549,4752,prior,17,2,7,1.0
77924,3216363,4752,prior,18,4,10,2.0
77925,1909995,4752,prior,19,2,8,5.0
77926,184944,4752,prior,20,6,7,4.0
77927,961944,4752,prior,21,0,6,1.0
77928,3051228,4752,prior,22,3,11,3.0
77929,500972,4752,prior,23,3,14,0.0
77930,1593352,4752,prior,24,4,6,8.0
77931,2642751,4752,prior,25,6,9,2.0
77932,2147630,4752,prior,26,1,6,2.0
77933,2491244,4752,prior,27,4,8,3.0
77934,3234043,4752,prior,28,5,7,1.0
77935,446492,4752,prior,29,0,7,2.0
77936,523398,4752,prior,30,1,11,1.0
77937,2517273,4752,prior,31,2,8,1.0
77938,1232229,4752,prior,32,5,11,3.0
77939,2807330,4752,prior,33,2,6,4.0
77940,596081,4752,prior,34,6,13,4.0
77941,423542,4752,prior,35,2,15,3.0
77942,3233852,4752,prior,36,4,12,2.0
77943,2436571,4752,prior,37,6,13,2.0
77944,2574137,4752,prior,38,2,10,3.0
77945,2286329,4752,prior,39,5,7,3.0
77946,2665440,4752,prior,40,0,8,2.0
77947,2315030,4752,prior,41,3,8,3.0
77948,2466423,4752,prior,42,0,11,4.0
77949,411329,4752,prior,43,1,15,1.0
77950,2751138,4752,prior,44,4,12,3.0
77951,2724478,4752,prior,45,0,8,3.0
77952,1628630,4752,prior,46,1,12,1.0
77953,295625,4752,prior,47,4,11,3.0
77954,1423462,4752,prior,48,1,15,4.0
77955,3335589,4752,prior,49,4,10,3.0
77956,706681,4752,prior,50,5,14,1.0
77957,2881294,4752,prior,51,6,14,1.0
77958,1564893,4752,prior,52,0,9,1.0
77959,229536,4752,prior,53,3,7,3.0
77960,2245428,4752,prior,54,5,11,2.0
77961,681000,4752,prior,55,6,10,1.0
77962,2374608,4752,prior,56,2,11,3.0
77963,2744272,4752,prior,57,4,16,2.0
77964,3223587,4752,prior,58,2,7,5.0
77965,1137679,4752,prior,59,3,13,8.0
77966,453725,4752,prior,60,6,10,3.0
77967,1120608,4752,prior,61,3,9,4.0
77968,66170,4752,prior,62,6,16,3.0
77969,196892,4752,prior,63,2,8,3.0
77970,121246,4752,prior,64,5,23,3.0
77971,3314183,4752,prior,65,6,15,1.0
77972,3389466,4752,prior,66,0,18,1.0
77973,670718,4752,prior,67,4,15,4.0
77974,528519,4752,prior,68,3,6,6.0
77975,280734,4752,prior,69,2,8,6.0
77976,1576217,4752,prior,70,2,8,0.0
77977,918345,4752,train,71,2,9,7.0
77978,2817334,4753,prior,1,3,7,
77979,2852282,4753,prior,2,4,13,22.0
77980,2740112,4753,prior,3,5,11,15.0
77981,3284289,4753,prior,4,4,11,13.0
77982,2067506,4753,prior,5,3,14,13.0
77983,2763868,4753,prior,6,3,10,14.0
77984,2385184,4753,prior,7,6,20,17.0
77985,844238,4753,train,8,6,6,30.0
77986,560817,4754,prior,1,0,12,
77987,116801,4754,prior,2,0,20,21.0
77988,3109337,4754,prior,3,0,8,21.0
77989,2992455,4754,prior,4,6,15,20.0
77990,2134852,4754,prior,5,1,11,2.0
77991,3058367,4754,prior,6,6,22,12.0
77992,1504128,4754,prior,7,0,12,22.0
77993,2665244,4754,prior,8,0,10,21.0
77994,2492840,4754,prior,9,0,16,7.0
77995,2288356,4754,train,10,5,12,30.0
77996,2004866,4755,prior,1,1,20,
77997,2156029,4755,prior,2,3,19,9.0
77998,1842498,4755,prior,3,5,16,9.0
77999,129638,4755,prior,4,6,20,8.0
78000,1755631,4755,prior,5,6,19,21.0
78001,1800597,4755,test,6,0,20,30.0
78002,2113640,4756,prior,1,6,19,
78003,954596,4756,prior,2,5,17,6.0
78004,1067973,4756,prior,3,5,18,28.0
78005,719336,4756,prior,4,5,17,7.0
78006,2149375,4756,prior,5,6,15,30.0
78007,635070,4756,prior,6,1,17,30.0
78008,174900,4756,prior,7,6,16,5.0
78009,346346,4756,prior,8,0,13,30.0
78010,829418,4756,prior,9,2,20,30.0
78011,1685164,4756,prior,10,6,18,18.0
78012,1155083,4756,prior,11,4,20,5.0
78013,1705693,4756,prior,12,2,17,30.0
78014,900330,4756,prior,13,0,16,5.0
78015,322299,4756,prior,14,6,21,30.0
78016,2039128,4756,prior,15,5,18,6.0
78017,308809,4756,prior,16,1,9,10.0
78018,1059016,4756,prior,17,6,14,5.0
78019,3310058,4756,prior,18,4,12,12.0
78020,2417077,4756,prior,19,6,17,9.0
78021,731904,4756,test,20,0,16,8.0
78022,2238647,4757,prior,1,1,13,
78023,531079,4757,prior,2,6,11,5.0
78024,1498814,4757,prior,3,3,16,4.0
78025,2421440,4757,prior,4,0,16,4.0
78026,1772506,4757,prior,5,0,20,7.0
78027,1324909,4757,test,6,5,1,5.0
78028,722031,4758,prior,1,2,13,
78029,901724,4758,prior,2,6,15,4.0
78030,1794195,4758,prior,3,3,7,4.0
78031,3275728,4758,prior,4,3,11,7.0
78032,3395436,4758,prior,5,2,10,6.0
78033,1749988,4758,prior,6,2,17,7.0
78034,2168270,4758,prior,7,2,11,7.0
78035,553946,4758,prior,8,2,13,7.0
78036,2973066,4758,prior,9,2,12,7.0
78037,226035,4758,prior,10,3,8,8.0
78038,2764514,4758,prior,11,4,7,30.0
78039,646489,4758,prior,12,2,9,12.0
78040,3320293,4758,prior,13,6,16,11.0
78041,2676763,4758,prior,14,3,13,18.0
78042,1763919,4758,prior,15,5,14,23.0
78043,29286,4758,prior,16,2,19,4.0
78044,3278211,4758,prior,17,3,13,8.0
78045,1390151,4758,prior,18,4,14,8.0
78046,2923335,4758,prior,19,2,10,5.0
78047,590756,4758,prior,20,2,13,14.0
78048,2826473,4758,prior,21,6,9,4.0
78049,912525,4758,prior,22,1,16,2.0
78050,94974,4758,prior,23,4,13,10.0
78051,1502778,4758,prior,24,3,9,6.0
78052,2323709,4758,prior,25,2,13,6.0
78053,948793,4758,prior,26,6,9,18.0
78054,45392,4758,prior,27,4,14,12.0
78055,2690905,4758,prior,28,3,12,13.0
78056,2362303,4758,prior,29,2,12,6.0
78057,1619330,4758,prior,30,3,12,15.0
78058,1877141,4758,prior,31,2,12,13.0
78059,1831551,4758,prior,32,5,12,17.0
78060,88418,4758,prior,33,1,8,10.0
78061,231925,4758,prior,34,4,13,3.0
78062,2487348,4758,prior,35,2,12,5.0
78063,1130923,4758,prior,36,1,15,6.0
78064,2799321,4758,test,37,4,22,17.0
78065,1304717,4759,prior,1,2,19,
78066,1697444,4759,prior,2,1,12,20.0
78067,2678347,4759,prior,3,2,15,30.0
78068,2903844,4759,prior,4,1,15,13.0
78069,900986,4759,test,5,3,12,30.0
78070,2440575,4760,prior,1,5,8,
78071,3012688,4760,prior,2,0,15,30.0
78072,1170871,4760,prior,3,2,10,23.0
78073,3341047,4760,prior,4,0,16,5.0
78074,1026146,4760,test,5,3,22,10.0
78075,999899,4761,prior,1,0,18,
78076,1060085,4761,prior,2,2,13,23.0
78077,2718886,4761,prior,3,6,21,25.0
78078,2795322,4761,prior,4,3,12,30.0
78079,263934,4761,prior,5,1,12,19.0
78080,2271148,4761,prior,6,3,10,16.0
78081,1624133,4761,prior,7,1,19,5.0
78082,1150277,4761,prior,8,1,12,21.0
78083,2826937,4761,prior,9,2,10,15.0
78084,3388090,4761,prior,10,1,6,30.0
78085,3297631,4761,prior,11,2,23,29.0
78086,826780,4761,prior,12,3,22,1.0
78087,876931,4761,prior,13,3,13,30.0
78088,2593288,4761,train,14,3,20,30.0
78089,980838,4762,prior,1,6,8,
78090,2923223,4762,prior,2,6,13,7.0
78091,745269,4762,prior,3,0,10,1.0
78092,2140207,4762,prior,4,6,14,6.0
78093,144497,4762,prior,5,4,22,5.0
78094,1987464,4762,prior,6,6,8,9.0
78095,3322766,4762,prior,7,0,17,1.0
78096,645471,4762,prior,8,0,13,7.0
78097,694265,4762,prior,9,2,7,9.0
78098,2325147,4762,prior,10,6,6,11.0
78099,1080753,4762,prior,11,6,7,7.0
78100,1372636,4762,prior,12,6,16,7.0
78101,2828103,4762,prior,13,2,20,10.0
78102,2473342,4762,prior,14,6,16,4.0
78103,1807298,4762,prior,15,6,10,7.0
78104,1574978,4762,prior,16,0,18,8.0
78105,1495697,4762,prior,17,4,13,4.0
78106,2289720,4762,prior,18,2,21,5.0
78107,1589574,4762,prior,19,0,7,5.0
78108,3109573,4762,prior,20,0,7,0.0
78109,900702,4762,prior,21,1,6,8.0
78110,1640924,4762,prior,22,4,8,3.0
78111,3020678,4762,prior,23,0,13,3.0
78112,2837119,4762,prior,24,6,0,13.0
78113,2706925,4762,prior,25,6,7,7.0
78114,946300,4762,prior,26,6,13,7.0
78115,2272015,4762,prior,27,3,14,4.0
78116,439849,4762,prior,28,1,7,5.0
78117,132178,4762,prior,29,1,7,7.0
78118,31802,4762,prior,30,5,7,11.0
78119,68909,4762,prior,31,6,12,8.0
78120,677543,4762,prior,32,3,21,11.0
78121,2440580,4762,prior,33,0,8,11.0
78122,1655925,4762,prior,34,0,20,7.0
78123,441560,4762,prior,35,4,13,4.0
78124,2252003,4762,prior,36,3,16,6.0
78125,2982796,4762,prior,37,1,18,12.0
78126,2022764,4762,prior,38,0,10,6.0
78127,866244,4762,prior,39,3,21,3.0
78128,57605,4762,prior,40,4,8,8.0
78129,843872,4762,prior,41,4,9,14.0
78130,2358208,4762,prior,42,1,18,11.0
78131,2360257,4762,prior,43,6,8,5.0
78132,20296,4762,prior,44,0,16,8.0
78133,1025926,4762,prior,45,0,16,0.0
78134,2228882,4762,prior,46,0,7,7.0
78135,2815917,4762,prior,47,5,7,12.0
78136,338478,4762,prior,48,2,7,4.0
78137,2258164,4762,prior,49,6,7,11.0
78138,665555,4762,prior,50,6,8,7.0
78139,1383677,4762,prior,51,6,18,7.0
78140,1787301,4762,prior,52,6,16,7.0
78141,1530590,4762,prior,53,1,21,2.0
78142,2935903,4762,prior,54,6,7,5.0
78143,1952310,4762,train,55,5,10,6.0
78144,1185732,4763,prior,1,5,16,
78145,1968071,4763,prior,2,6,4,8.0
78146,1849052,4763,prior,3,2,20,3.0
78147,99128,4763,prior,4,3,10,1.0
78148,2071275,4763,prior,5,3,15,7.0
78149,1552096,4763,prior,6,1,16,12.0
78150,916720,4763,train,7,6,13,5.0
78151,1872631,4764,prior,1,6,11,
78152,376509,4764,prior,2,6,15,0.0
78153,1746760,4764,prior,3,0,14,1.0
78154,1160396,4764,prior,4,2,8,2.0
78155,311806,4764,prior,5,3,10,1.0
78156,3010348,4764,prior,6,4,9,1.0
78157,3374423,4764,prior,7,5,9,1.0
78158,1682341,4764,prior,8,6,9,1.0
78159,12330,4764,prior,9,6,13,0.0
78160,520657,4764,prior,10,0,10,1.0
78161,1920221,4764,prior,11,1,13,1.0
78162,127578,4764,prior,12,3,9,2.0
78163,1717480,4764,prior,13,4,12,1.0
78164,3349338,4764,prior,14,5,10,1.0
78165,289023,4764,prior,15,0,8,2.0
78166,2625351,4764,prior,16,1,9,1.0
78167,625618,4764,prior,17,2,15,1.0
78168,693843,4764,prior,18,4,12,2.0
78169,342029,4764,prior,19,5,11,1.0
78170,2766668,4764,prior,20,6,11,1.0
78171,888183,4764,prior,21,0,11,1.0
78172,1091875,4764,prior,22,1,11,1.0
78173,344381,4764,prior,23,2,11,1.0
78174,3281463,4764,prior,24,3,7,1.0
78175,1128211,4764,prior,25,5,10,2.0
78176,619929,4764,prior,26,6,9,1.0
78177,2870075,4764,prior,27,0,8,1.0
78178,938779,4764,prior,28,3,13,3.0
78179,2490968,4764,prior,29,4,10,1.0
78180,803635,4764,prior,30,5,9,1.0
78181,548078,4764,prior,31,6,10,1.0
78182,940551,4764,prior,32,6,13,0.0
78183,2383879,4764,prior,33,0,10,1.0
78184,2965639,4764,prior,34,1,9,1.0
78185,529547,4764,prior,35,2,12,1.0
78186,1775832,4764,prior,36,3,10,1.0
78187,3099724,4764,prior,37,4,10,1.0
78188,2440566,4764,prior,38,5,7,1.0
78189,501085,4764,prior,39,6,10,1.0
78190,1563160,4764,prior,40,6,14,0.0
78191,1667032,4764,prior,41,0,12,1.0
78192,135711,4764,prior,42,2,6,2.0
78193,2758762,4764,prior,43,3,9,1.0
78194,1591563,4764,prior,44,4,9,1.0
78195,2701990,4764,prior,45,5,11,1.0
78196,643023,4764,prior,46,6,10,1.0
78197,2036973,4764,prior,47,1,9,2.0
78198,2138295,4764,prior,48,3,16,2.0
78199,2567757,4764,prior,49,5,10,2.0
78200,351656,4764,prior,50,6,11,1.0
78201,2210492,4764,prior,51,0,10,1.0
78202,772705,4764,prior,52,1,10,1.0
78203,2080355,4764,prior,53,4,13,3.0
78204,3408119,4764,prior,54,5,13,1.0
78205,3182578,4764,prior,55,6,10,1.0
78206,2217866,4764,prior,56,0,15,1.0
78207,3029138,4764,prior,57,3,13,3.0
78208,2420613,4764,prior,58,6,12,3.0
78209,566748,4764,prior,59,0,12,1.0
78210,1202472,4764,prior,60,2,10,2.0
78211,410947,4764,prior,61,3,9,1.0
78212,1614341,4764,prior,62,6,12,3.0
78213,3344983,4764,prior,63,0,12,1.0
78214,867514,4764,prior,64,1,14,1.0
78215,2951743,4764,prior,65,3,7,2.0
78216,3025901,4764,prior,66,4,12,1.0
78217,2009613,4764,prior,67,5,13,1.0
78218,375088,4764,prior,68,6,10,1.0
78219,1777213,4764,prior,69,3,13,4.0
78220,1437506,4764,prior,70,5,10,2.0
78221,173734,4764,prior,71,5,17,0.0
78222,731365,4764,prior,72,6,11,1.0
78223,2542441,4764,prior,73,0,12,1.0
78224,38804,4764,prior,74,2,8,2.0
78225,1048682,4764,prior,75,5,10,3.0
78226,873442,4764,prior,76,6,9,1.0
78227,948880,4764,prior,77,0,11,1.0
78228,2885162,4764,prior,78,2,7,2.0
78229,3358211,4764,prior,79,4,8,2.0
78230,2423225,4764,prior,80,5,12,1.0
78231,1599902,4764,prior,81,6,12,1.0
78232,2088791,4764,prior,82,0,12,1.0
78233,2768173,4764,prior,83,1,12,1.0
78234,509415,4764,prior,84,2,14,1.0
78235,1885095,4764,prior,85,4,15,2.0
78236,875739,4764,prior,86,5,16,1.0
78237,929510,4764,prior,87,0,14,2.0
78238,918240,4764,prior,88,2,10,2.0
78239,991592,4764,prior,89,3,11,1.0
78240,1683014,4764,prior,90,4,12,1.0
78241,2453610,4764,prior,91,5,11,1.0
78242,2090305,4764,prior,92,6,10,1.0
78243,1743282,4764,prior,93,0,8,1.0
78244,2496298,4764,prior,94,1,13,1.0
78245,164429,4764,prior,95,3,6,2.0
78246,2260520,4764,prior,96,4,14,1.0
78247,1946622,4764,prior,97,5,13,1.0
78248,351190,4764,prior,98,4,6,6.0
78249,1236612,4764,prior,99,5,10,1.0
78250,1587869,4764,train,100,6,8,1.0
78251,1563701,4765,prior,1,4,12,
78252,827890,4765,prior,2,5,16,30.0
78253,2655379,4765,prior,3,5,15,7.0
78254,3030626,4765,prior,4,5,16,21.0
78255,354644,4765,prior,5,5,16,0.0
78256,2927432,4765,prior,6,6,15,30.0
78257,2441396,4765,prior,7,3,19,4.0
78258,3132120,4765,prior,8,4,16,8.0
78259,2611511,4765,prior,9,4,22,14.0
78260,578761,4765,prior,10,2,12,26.0
78261,3010781,4765,prior,11,0,21,5.0
78262,300087,4765,prior,12,5,10,5.0
78263,1016177,4765,prior,13,4,19,20.0
78264,2551716,4765,prior,14,5,13,8.0
78265,2749115,4765,prior,15,0,17,16.0
78266,3149688,4765,prior,16,6,18,6.0
78267,1023613,4765,prior,17,0,16,8.0
78268,1073594,4765,prior,18,0,0,7.0
78269,1248712,4765,prior,19,0,10,7.0
78270,2609417,4765,prior,20,6,15,6.0
78271,2088643,4765,train,21,6,21,7.0
78272,1817708,4766,prior,1,0,18,
78273,2690185,4766,prior,2,5,14,12.0
78274,3207851,4766,prior,3,0,19,23.0
78275,2128171,4766,prior,4,0,15,21.0
78276,2189329,4766,prior,5,5,11,19.0
78277,1820506,4766,test,6,1,15,30.0
78278,370637,4767,prior,1,0,10,
78279,1739673,4767,prior,2,0,20,7.0
78280,2259887,4767,prior,3,0,17,7.0
78281,1679606,4767,prior,4,0,19,14.0
78282,1075425,4767,prior,5,4,23,4.0
78283,1025652,4767,prior,6,6,22,9.0
78284,785686,4767,prior,7,6,11,7.0
78285,2054847,4767,prior,8,3,15,4.0
78286,1057461,4767,prior,9,0,12,4.0
78287,2705197,4767,prior,10,3,16,3.0
78288,3255648,4767,prior,11,1,15,26.0
78289,319107,4767,prior,12,5,16,4.0
78290,1886781,4767,prior,13,0,14,16.0
78291,1892000,4767,prior,14,5,14,12.0
78292,2149913,4767,prior,15,5,11,7.0
78293,3258130,4767,prior,16,0,17,9.0
78294,2515408,4767,prior,17,0,16,7.0
78295,2841620,4767,prior,18,6,1,13.0
78296,1306548,4767,prior,19,0,13,8.0
78297,2754734,4767,prior,20,6,0,6.0
78298,1238511,4767,train,21,1,15,30.0
78299,835705,4768,prior,1,6,15,
78300,3133036,4768,prior,2,5,15,30.0
78301,2765609,4768,prior,3,0,12,30.0
78302,3029680,4768,prior,4,5,11,12.0
78303,688471,4768,prior,5,4,19,30.0
78304,2362617,4768,prior,6,5,10,1.0
78305,344281,4768,prior,7,3,17,30.0
78306,111147,4768,prior,8,0,11,30.0
78307,1751867,4768,train,9,1,17,15.0
78308,2769627,4769,prior,1,2,8,
78309,1493170,4769,prior,2,1,9,6.0
78310,1395540,4769,prior,3,1,15,7.0
78311,1826484,4769,prior,4,1,9,14.0
78312,3321425,4769,train,5,4,16,24.0
78313,2676030,4770,prior,1,3,10,
78314,2011510,4770,prior,2,2,8,30.0
78315,2618047,4770,prior,3,2,13,30.0
78316,613626,4770,train,4,3,9,15.0
78317,830081,4771,prior,1,1,10,
78318,1774637,4771,prior,2,2,9,8.0
78319,1066796,4771,prior,3,1,14,6.0
78320,1944989,4771,prior,4,0,15,6.0
78321,2072737,4771,prior,5,2,13,9.0
78322,3059351,4771,prior,6,1,22,6.0
78323,1602867,4771,prior,7,1,9,7.0
78324,1736368,4771,prior,8,1,14,28.0
78325,2952721,4771,test,9,0,17,6.0
78326,856953,4772,prior,1,2,11,
78327,1072063,4772,prior,2,6,14,11.0
78328,2869120,4772,prior,3,1,10,16.0
78329,160200,4772,prior,4,2,16,8.0
78330,2955123,4772,prior,5,0,8,26.0
78331,801706,4772,prior,6,2,0,30.0
78332,1240110,4772,prior,7,6,8,11.0
78333,1162673,4772,prior,8,5,7,6.0
78334,255896,4772,prior,9,6,7,8.0
78335,1650916,4772,prior,10,2,14,3.0
78336,1144263,4772,prior,11,0,11,5.0
78337,2171093,4772,prior,12,4,9,4.0
78338,2253500,4772,prior,13,4,10,7.0
78339,802809,4772,prior,14,0,7,10.0
78340,71459,4772,prior,15,4,9,11.0
78341,553071,4772,prior,16,4,16,7.0
78342,560777,4772,prior,17,4,10,7.0
78343,1781668,4772,prior,18,3,9,6.0
78344,187138,4772,prior,19,0,7,11.0
78345,253843,4772,prior,20,0,9,30.0
78346,2331602,4772,prior,21,0,9,7.0
78347,1727861,4772,prior,22,5,12,5.0
78348,397684,4772,prior,23,6,20,8.0
78349,584647,4772,prior,24,4,8,19.0
78350,555314,4772,prior,25,2,9,5.0
78351,3018833,4772,prior,26,4,11,2.0
78352,305528,4772,prior,27,5,12,8.0
78353,2499917,4772,prior,28,3,12,5.0
78354,3267838,4772,prior,29,5,3,23.0
78355,3108037,4772,prior,30,4,9,6.0
78356,3282588,4772,prior,31,1,11,11.0
78357,2153358,4772,train,32,1,18,7.0
78358,3361184,4773,prior,1,2,18,
78359,1506596,4773,prior,2,0,11,5.0
78360,2972908,4773,prior,3,6,10,6.0
78361,2451770,4773,prior,4,1,18,9.0
78362,603674,4773,prior,5,6,12,5.0
78363,2754646,4773,prior,6,6,10,7.0
